customerID,Churn,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Months_Paid,Cuentas_Diarias
0963-ZBDRN,Yes,Yes,No,Male,0,No,No,32,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,33.0914760911321,992.744282733963
0967-BMLBD,No,Yes,No,Female,0,Yes,Yes,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,9.817499999509124,294.5249999852737
0968-GSIKN,Yes,Yes,No,Female,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,0.9999999999858756,29.999999999576268
0969-RGKCU,No,Yes,No,Male,0,Yes,Yes,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,677.05,34.19444444271745,1025.8333332815234
0970-ETWGE,Yes,Yes,No,Male,0,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,0.999999999988833,29.99999999966499
0970-QXPXW,No,Yes,No,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,0.9999999999491094,29.99999999847328
0971-QIFJK,No,Yes,Yes,Female,0,Yes,No,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,67.70309278071328,2031.0927834213983
0973-KYVNF,No,Yes,No,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,70.92922859064501,2127.8768577193505
0975-UYDTX,No,Yes,Yes,Female,0,Yes,No,26,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,25.666481686729565,769.9944506018869
0975-VOOVL,No,No,No phone service,Female,0,No,No,3,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,3.373287671117353,101.1986301335206
0979-MOZQI,No,No,No phone service,Male,0,Yes,No,62,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,59.9346153830786,1798.038461492358
0979-PHULV,Yes,Yes,Yes,Male,0,Yes,Yes,69,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,70.46354952166452,2113.9064856499353
0980-FEXWF,No,Yes,No,Male,0,Yes,Yes,26,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,25.53723932421972,766.1171797265915
0980-PVMRC,No,No,No phone service,Female,0,Yes,Yes,40,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,40.050147491837755,1201.5044247551327
0983-TATYJ,No,Yes,No,Female,0,Yes,No,33,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,34.18658892061834,1025.5976676185503
0988-AADSA,No,Yes,Yes,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,72.04390847158882,2161.3172541476647
0988-JRWWP,No,Yes,No,Female,0,No,No,3,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,2.5904059040112473,77.71217712033742
0991-BRRFB,Yes,Yes,No,Male,0,No,No,18,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,17.708502023933026,531.2550607179908
0993-OSGPT,No,Yes,No,Female,1,Yes,No,68,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,65.55482275242285,1966.6446825726855
0997-YTLNY,No,Yes,No,Female,0,No,Yes,19,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,19.54200819632086,586.2602458896258
0999-QXNSA,No,Yes,No,Male,1,No,Yes,7,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,7.523497267595115,225.70491802785344
1000-AJSLD,Yes,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,0.9999999999502488,29.999999998507462
1004-NOZNR,No,Yes,No,Male,1,No,Yes,56,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,55.53059071671382,1665.9177215014145
1009-IRMNA,Yes,Yes,No,Female,0,No,No,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,6.8799999996559995,206.39999998968
1010-DIAUQ,Yes,Yes,No,Male,0,No,No,5,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,5.104145077667314,153.12435233001943
1013-QCWAM,No,Yes,Yes,Female,1,Yes,No,66,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,66.3764880945796,1991.294642837388
1015-JPFYW,No,Yes,No,Male,0,No,Yes,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,7.030848328687361,210.92544986062083
1015-OWJKI,No,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,0.9999999999475065,29.999999998425196
1016-DJTSV,No,Yes,No,Male,1,No,No,8,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,8.218794834889257,246.56384504667773
1017-FBQMM,No,Yes,Yes,Female,0,Yes,Yes,62,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,63.210749645797165,1896.322489373915
1020-JPQOW,No,Yes,Yes,Female,0,Yes,No,56,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,56.50579790108774,1695.1739370326322
1022-RKXDR,No,Yes,Yes,Female,0,No,No,41,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,38.7223340024659,1161.670020073977
1023-BQXZE,No,Yes,No,Male,0,No,No,57,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,58.06792198980407,1742.037659694122
1024-GUALD,Yes,No,No phone service,Female,0,Yes,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,0.9999999999596774,29.999999998790322
1024-KPRBB,No,Yes,No,Female,0,No,No,38,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.1,3342.0,37.50841750799654,1125.2525252398962
1024-VRZHF,Yes,Yes,Yes,Male,0,Yes,No,11,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,11.01667778504314,330.5003335512942
1025-FALIX,No,Yes,No,Female,0,No,No,26,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,26.294713974999354,788.8414192499806
1027-LKKQQ,No,Yes,No,Female,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,73.17402113022779,2195.2206339068334
1028-FFNJK,No,Yes,Yes,Male,1,Yes,No,30,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,28.74532019676113,862.3596059028339
1029-QFBEN,Yes,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0.9999999999488491,29.999999998465473
1031-IIDEO,Yes,Yes,No,Female,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,0.9999999999858856,29.99999999957657
1032-MAELW,No,Yes,Yes,Female,0,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,67.9840662833909,2039.521988501727
1035-IPQPU,No,Yes,Yes,Female,1,Yes,No,63,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,62.602898550119775,1878.0869565035932
1036-GUDCL,No,Yes,No,Male,0,Yes,Yes,60,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.05,4663.4,58.99304237749534,1769.7912713248602
1038-RQOST,No,Yes,No,Male,0,Yes,Yes,19,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,20.14320388251732,604.2961164755196
1038-ZAGBI,Yes,Yes,No,Female,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,11.595959595373941,347.87878786121826
1041-RXHRA,Yes,Yes,No,Female,0,No,No,41,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,40.8263345189918,1224.790035569754
1042-HFUCW,No,Yes,No,Female,0,No,Yes,25,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,23.129680364874343,693.8904109462303
1043-UXOVO,No,Yes,Yes,Female,0,No,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.15,7993.3,70.64339372451927,2119.301811735578
1043-YCUTE,Yes,Yes,Yes,Male,0,Yes,No,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,52.76938369571494,1583.0815108714482
1045-LTCYT,No,Yes,No,Female,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,6.63895486904328,199.1686460712984
1047-NNCBF,No,Yes,No,Male,0,No,No,20,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,21.170092132938766,635.102763988163
1047-RNXZV,No,Yes,No,Male,0,No,No,43,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,44.81585677520123,1344.475703256037
1049-FYSYG,No,No,No phone service,Female,0,Yes,No,17,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,18.122019634835286,543.6605890450586
1051-EQPZR,No,Yes,No,Female,0,Yes,Yes,44,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,39.8086734673567,1194.260204020701
1051-GEJLJ,No,Yes,No,Female,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,1.4128205127480604,42.384615382441815
1052-QJIBV,No,Yes,No,Female,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1397.3,70.21608039848161,2106.4824119544483
1053-MXTTK,No,Yes,No,Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,71.11228715995294,2133.368614798588
1057-FOGLZ,No,Yes,No,Female,0,No,No,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,391.7,19.933842238171305,598.0152671451392
1060-ENTOF,No,Yes,Yes,Female,1,Yes,No,67,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,66.7514231492718,2002.542694478154
1061-PNTHC,No,Yes,Yes,Female,0,Yes,Yes,56,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,54.31569343016135,1629.4708029048406
1062-LHZOD,Yes,Yes,No,Male,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,0.9999999999856938,29.999999999570814
1063-DHQJF,No,Yes,No,Male,0,Yes,Yes,69,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,70.32989690645327,2109.896907193598
1064-FBXNK,No,Yes,No,Male,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,19.85,0.9999999999496222,29.999999998488665
1066-JKSGK,Yes,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,0.9999999999503723,29.999999998511168
1069-QJOEE,No,Yes,No,Male,0,Yes,Yes,25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,505.45,25.39949748616083,761.9849245848249
1069-XAIEM,Yes,Yes,Yes,Female,1,No,No,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,0.9999999999882422,29.999999999647265
1073-XXCZD,No,Yes,Yes,Male,0,Yes,No,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,56.17315174878704,1685.1945524636112
1074-AMIOH,No,Yes,No,Female,0,Yes,Yes,53,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,54.827713625359564,1644.8314087607869
1074-WVEVG,No,Yes,No,Female,0,Yes,No,59,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,1267.0,62.26044225738278,1867.8132677214833
1075-BGWOH,Yes,Yes,Yes,Male,1,Yes,No,16,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,16.07645569603973,482.29367088119193
1077-HUUJM,No,Yes,No,Female,0,No,Yes,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,6.652357494628397,199.5707248388519
1078-TDCRN,No,No,No phone service,Female,1,Yes,No,3,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,2.694308943001811,80.82926829005433
1080-BWSYE,No,Yes,Yes,Male,1,Yes,No,64,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,67.86744639111627,2036.0233917334883
1084-MNSMJ,No,Yes,No,Female,0,Yes,Yes,51,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,51.7187134496875,1551.561403490625
1084-UQCHV,Yes,Yes,No,Male,0,No,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,0.999999999985663,29.99999999956989
1085-LDWAM,No,Yes,No,Female,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,70.89189188840827,2126.756756652248
1086-LXKFY,Yes,Yes,No,Female,0,Yes,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,0.9999999999855281,29.999999999565844
1087-GRUYI,No,Yes,No,Male,0,Yes,No,38,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,36.44607842958598,1093.3823528875794
1087-UDSIH,Yes,Yes,No,Female,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,3.048469387599568,91.45408162798704
1088-AUUZZ,No,Yes,Yes,Male,0,Yes,Yes,56,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,56.17930125173132,1685.3790375519395
1088-CNNKB,No,Yes,Yes,Male,0,Yes,No,63,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,63.00249999921246,1890.0749999763739
1089-HDMKP,No,Yes,No,Male,1,No,Yes,11,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.55,601.25,11.02199816661738,330.6599449985214
1089-XZWHH,No,Yes,No,Female,0,Yes,Yes,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,494.05,25.078680201772656,752.3604060531796
1090-ESELR,No,Yes,No,Male,0,Yes,Yes,72,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,72.14739336424505,2164.4218009273513
1090-PYKCI,No,Yes,Yes,Female,0,Yes,Yes,69,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,68.83729781095303,2065.118934328591
1091-SOZGA,No,Yes,Yes,Female,0,Yes,Yes,56,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,55.26503005956648,1657.9509017869943
1092-GANHU,Yes,Yes,No,Male,0,No,No,17,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,17.136986301146287,514.1095890343886
1092-WPIVQ,No,Yes,Yes,Female,0,Yes,Yes,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,17.069721114857778,512.0916334457334
1093-YSWCA,No,Yes,No,Male,0,No,No,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,11.414322250055534,342.429667501666
1094-BKOSX,No,No,No phone service,Female,0,Yes,Yes,45,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,44.4019607834431,1332.058823503293
1095-JUDTC,Yes,Yes,Yes,Female,1,No,No,47,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,47.391372961100565,1421.7411888330168
1095-WGNGG,No,Yes,Yes,Female,0,Yes,No,61,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,59.09203364612477,1772.7610093837432
1096-ADRUX,No,Yes,Yes,Female,0,Yes,Yes,66,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,65.44444444356303,1963.3333333068908
1097-FSPVW,No,Yes,No,Female,0,No,No,42,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,45.00549954087983,1350.164986226395
1098-KFQEC,No,Yes,No,Female,0,Yes,Yes,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,55.82474226516368,1674.7422679549104
1098-TDVUQ,No,Yes,No,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,0.999999999948052,29.99999999844156
1099-BTKWT,No,No,No phone service,Female,0,Yes,No,68,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,68.44944852815351,2053.4834558446055
1099-GODLO,No,Yes,No,Female,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,0.99999999995086,29.999999998525798
1100-DDVRV,No,No,No phone service,Male,0,Yes,No,17,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,16.79417670649008,503.82530119470243
1101-SSWAG,No,Yes,Yes,Female,0,Yes,No,15,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,13.916829745324524,417.5048923597357
1104-FEJAM,No,Yes,Yes,Male,0,Yes,Yes,28,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,27.98369565173938,839.5108695521815
1104-TNLZA,No,Yes,Yes,Male,1,Yes,No,28,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,28.33648393167924,850.0945179503772
1106-HRLKZ,No,Yes,No,Male,0,Yes,Yes,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,41.27295918156771,1238.1887754470313
1110-KYLGQ,No,Yes,Yes,Female,0,No,No,63,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,62.63371824422509,1879.0115473267529
1112-CUNAO,Yes,Yes,Yes,Female,1,No,No,15,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,15.859209793924773,475.7762938177432
1113-IUJYX,Yes,Yes,No,Female,0,Yes,No,14,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.95,1348.9,12.731477111725045,381.94431335175136
1114-CENIM,Yes,Yes,Yes,Male,0,No,Yes,54,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,56.22999999897764,1686.8999999693292
1116-DXXDF,No,Yes,No,Male,0,No,No,39,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.45,3801.7,37.846689895093604,1135.400696852808
1116-FRYVH,No,No,No phone service,Female,0,Yes,Yes,48,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,1978.65,50.21954314593352,1506.5862943780057
